doi;year;authors;title;abstract;citations
10.1016/j.trpro.2021.11.105;2022;M.+Keller .+Hulnsk J.+Kraus;Integration Of Uam Into Cities - The Public View;The paper is focused on urban air mobility and its future integration into common airspace and urban transportation. Urban air mobility is seen as the third dimension for urban transportation, but its integration into cities needs a completely new approach. To find out the perspective of possible future users of urban air mobility, a questionnaire was created comparing the various options for urban transport. The result is the determination of the suitability of integrating and using Urban Air Mobility in cities according to the public's opinion. The conclusion showed an important point, that the selection of respondents for public acceptance studies of UAM should be city-related for the results to be valid. 2022 The Authors. Published by ELSEVIER B.V.;1
10.1007/978-3-030-85540-6_61;2022;K.+Zdanowicz P.+Herriotts W.+Payre D.+Mangurenje S.+Birrell;The WorldS First Pop-Up Urban Airport: A User-Centred Design Approach To Understand The Customer Journey;Urban Airport is a transportation infrastructure for electrically powered Vertical Take-Off and Landing (eVTOLs) aircrafts, or so-called flying cars. It is one of the emerging solutions for improving urban environments in terms of sustainability and traffic. This paper explores how adapting a human-centred design approach enhances passengers journey through the future Urban Airport. In order to deliver a user-friendly experience, accessibility, comfort and efficiency are vital. Understanding users journey throughout the Urban Airport will help us comprehend how the infrastructure should be designed for targeted user groups with different characteristics and expectations. This paper presents three user personas and associated storyboards to provide insights into the spectrum of goals, needs and frustrations of the Urban Airport potential users. 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.;1
10.3390/en14248344;2021;D.+Sziroczk D.+Rohcs;Automated Conflict Management Framework Development For Autonomous Aerial And Ground Vehicles;The number of aerial-and ground-based unmanned vehicles and operations is expected to significantly expand in the near future. While aviation traditionally has an excellent safety record in managing conflicts, the current approaches will not be able to provide safe and efficient operations in the future. This paper presents the development of a novel framework integrating autonomous aerial and ground vehicles to facilitate short-and mid-term tactical conflict management. The methodology presents the development of a modular web service framework to develop new conflict management algorithms. This new framework is aimed at managing urban and peri-urban traffic of unmanned ground vehicles and assisting the introduction of urban air mobility into the same framework. A set of high-level system requirements is defined. The incremental development of two versions of the system prototype is presented. The discussions highlight the lessons learnt while implementing and testing the conflict management system and the introduced version of the stop-and-go resolution algorithm and defines the identified future development directions. Operation of the system was successfully demonstrated using real hardware. The developed framework implements short-and mid-term conflict management methodologies in a safe, resource efficient and scalable manner and can be used for the further development and the evaluation of various methods integrating aerial-and ground-based autonomous vehicles. 2021 by the authors. Licensee MDPI, Basel, Switzerland.;1
10.3390/atmos12111424;2021;R.+Kapoor N.+Kloet A.+Gardi A.+Mohamed R.+Sabatini;Sound Propagation Modelling For Manned And Unmanned Aircraft Noise Assessment And Mitigation: A Review;This paper addresses one of the recognized barriers to the unrestricted adoption of Unmanned Aircraft (UA) in mainstream urban usenoiseand reviews existing approaches for estimating and mitigating this problem. The aircraft noise problem is discussed upfront in general terms by introducing the sound emission, propagation, and psychoacoustic effects. The propagation of sound in the atmosphere, which is the focus of this paper, is then analysed in detail to isolate the environmental and operational factors that predominantly influence the perceived noise on the ground, especially looking at largescale lowaltitude UA operations, such as in the envisioned Urban Air Mobility (UAM) concepts. The physics of sound propagation are presented, considering all attenuation effects and the anomalies due to Doppler and atmospheric effects, such as wind, thermal inversion, and turbulence. The analysis allows to highlight the limitations of current mainstream aircraft noise modelling and certification approaches and, in particular, their inadequacy in addressing the noise of UA and, more generally, UAM vehicles. This finding is important considering that, although reducing noise at the source has remained a priority for manufacturers to enable the scaling up of UAM and drone delivery operations in the near future, the impact of poorly considered propagation and psychoacoustic effects on the actual perceived noise on the ground is equally important for the same objective. For instance, optimizing the flight paths as a function of local weather conditions can significantly contribute to minimizing the impact of noise on communities, thus paving the way for the introduction of fullscale UAM operations. A more reliable and accurate modelling of noise ground signatures for both manned and unmanned lowflying aircraft will aid in identifying the realtime data stream requirements from distributed sensors on the ground. New developments in surrogate sound propagation models, more pervasive realtime sensor data, and suitable computing resources are expected to both yield more reliable and effective estimates of noise reaching the ground listeners and support a dynamic planning of flight paths. 2021 by the authors. Licensee MDPI, Basel, Switzerland.;1
10.1007/s13272-021-00544-4;2021;E.+Feldhoff G.+Soares;Determining Infrastructure Requirements For An Air Taxi Service At Cologne Bonn Airport;The worldwide increasing population density in major urban centres poses great challenges for transportation systems. Air taxi services could be a solution to this growing problem by bringing the existing transportation system to the three dimensional space. This paper analyzes the challenges and requirements of developing a vertiport intended for the use of air taxis at Cologne Bonn Airport. This research was conducted with the information available at the time of writing, for which a basis scenario is defined for the Cologne Bonn Airport where important aspects of an air taxi service are determined such as passenger demand and possible vehicles. The main aspects analysed were the requirements on the vertiport infrastructure and its location, as well as the requirements on passenger processing. For the defined basis scenario, results show that the preferential locations to develop a vertiport at Cologne Bonn Airport are the roof top levels of parking garages P2 and P3. Furthermore, it is shown that given the estimated passenger demand, a very high utilization factor of the defined infrastructure is to be expected. This paper provides a starting point for the development of an air taxi service at Cologne Bonn Airport. Further research is needed in key issues such as the financial aspects of an air taxi service, its integration into the current operating scenario of the Cologne Bonn Airport and the approval process for an air taxi service and the vertiport itself. 2021, The Author(s).;1
10.4204/EPTCS.348.5;2021;S.+Paul S.+Patterson C.+Varela;Formal Guarantees Of Timely Progress For Distributed Knowledge Propagation;Autonomous air traffic management (ATM) operations for urban air mobility (UAM) will necessitate the use of distributed protocols for decentralized coordination between aircraft. As UAM operations are time-critical, it will be imperative to have formal guarantees of progress for the distributed protocols used in ATM. Under asynchronous settings, message transmission and processing delays are unbounded, making it impossible to provide deterministic bounds on the time required to make progress. We present an approach for formally guaranteeing timely progress in a Two-Phase Acknowledge distributed knowledge propagation protocol by probabilistically modeling the delays using theories of the Multicopy Two-Hop Relay protocol and the M/M/1 queue system. The guarantee states a probabilistic upper bound to the time for progress as a function of the probabilities of the total transmission and processing delays being less than two given values. We also showcase the development of a library of formal theories, that is tailored towards reasoning about timely progress in distributed protocols deployed in airborne networks, in the Athena proof assistant. S. Paul, S. Patterson, & C. Varela.;1
10.3390/su131910612;2021;K.+Desai C.+Al C.+Antoniou;Roadmap To Early Implementation Of Passenger Air Mobility: Findings From A Delphi Study;Urban air mobility (UAM) has recently increased in popularity as an emerging mode of transportation, covering a wide range of applications, for on-demand or scheduled operations of smaller aircraft, in and around metropolitan areas. Due to its novelty and as it has not yet been implemented, UAM research still faces uncertainties. In particular, there is a need to develop a roadmap for the early implementation of passenger air mobility, aiming to identify the most prominent challenges, opportunities, hazards, and risks, but also to highlight the most promising use cases, or on the contrary, the ones associated with the least benefits compared to the risks or complexity they entail. To answer the previous questions, and therefore address this research gap, this study used a two-round Delphi questionnaire, targeting various stakeholder groups (product owners, policymakers, researchers, consultants, investors), leading to a total of 51 experts, out of which 34 also participated in the second round. In the first round, the main challenges, opportunities, and hazards facing the implementation of passenger UAM were identified. Findings on challenges and opportunities that were dependent on use cases only (as opposed to being dependent on technology or external factors) were then fed back into the second round, which helped evaluate the use cases based both on their complexities, as well as the associated benefits. Accordingly, medical/emergency was identified as the best use case and intracity transport as the worst (in terms of complexity vs. benefits). Similarly, a risk analysis evaluated the potential hazards associated with the implementation of UAM and their impacts on the system viability. Community backlash was found to be the most hazardous one, while malicious passenger behavior and improperly designed infrastructure as the least. Findings from this study can help better understand stakeholders opinions, highlighting promising use cases, but also risks to be aware of, constituting therefore a roadmap for future implementation. 2021 by the authors. Licensee MDPI, Basel, Switzerland.;1
10.1145/3447624;2021;A.+Rodionova Y.+V.+Pant C.+Kurtz K.+Jang H.+Abbas R.+Mangharam;Learning-'N-Flying: A Learning-Based, Decentralized Mission-Aware Uas Collision Avoidance Scheme;Urban Air Mobility, the scenario where hundreds of manned and Unmanned Aircraft Systems (UASs) carry out a wide variety of missions (e.g., moving humans and goods within the city), is gaining acceptance as a transportation solution of the future. One of the key requirements for this to happen is safely managing the air traffic in these urban airspaces. Due to the expected density of the airspace, this requires fast autonomous solutions that can be deployed online. We propose Learning-N-Flying (LNF), a multi-UAS Collision Avoidance (CA) framework. It is decentralized, works on the fly, and allows autonomous Unmanned Aircraft System (UAS)s managed by different operators to safely carry out complex missions, represented using Signal Temporal Logic, in a shared airspace. We initially formulate the problem of predictive collision avoidance for two UASs as a mixed-integer linear program, and show that it is intractable to solve online. Instead, we first develop Learning-to-Fly (L2F) by combining (1) learning-based decision-making and (2) decentralized convex optimization-based control. LNF extends L2F to cases where there are more than two UASs on a collision path. Through extensive simulations, we show that our method can run online (computation time in the order of milliseconds) and under certain assumptions has failure rates of less than 1% in the worst case, improving to near 0% in more relaxed operations. We show the applicability of our scheme to a wide variety of settings through multiple case studies. 2021 Association for Computing Machinery.;1
10.1109/ACIT52158.2021.9548355;2021;O.+Ivashchuk I.+Ostroumov;Separation Minimums For Urban Air Mobility;Separation minimums create an important part of safe air transportation. Mission performing by Unmanned Aerial Vehicles (UAV) within an urban environment has multiple hazards including collision with a ground, artificial construction, and other airspace users. Separation minimums identify a safety boundary for each flying object to ensure the target level of flight safety in Urban Air Mobility. An approach of separation minimums selection based on performance of UAV on-board positioning system has been proposed in the paper. Performance-based approach for separation minimums selection takes into account errors of positioning methods, which mainly depends on surrounding environment. Values of separation minimums have been estimated based on performance of available UAV equipment. 2021 IEEE.;1
10.1109/CASE49439.2021.9551407;2021;J.+Slama P.+Vana J.+Faigl;Risk-Aware Trajectory Planning In Urban Environments With Safe Emergency Landing Guarantee;In-flight aircraft failures are never avoidable entirely, inducing a significant risk to people and properties on the ground in an urban environment. Existing risk-aware trajectory planning approaches minimize the risk by determining trajectories that might result in less damage in the case of failure. However, the risk of the loss of thrust can be eliminated by executing a safe emergency landing if a landing site is reachable. Therefore, we propose a novel risk-aware trajectory planning that minimizes the risk to people on the ground while an option of a safe emergency landing in the case of loss of thrust is guaranteed. The proposed method has been empirically evaluated on a realistic urban scenario. Based on the reported results, an improvement in the risk reduction is achieved compared to the shortest and risk-aware only trajectory. The proposed risk-aware planning with safe emergency landing seems to be suitable trajectory planning for urban air mobility. 2021 IEEE.;1
10.7527/S1000-6893.2020.24638;2021;H.+Zhang Y.+Zou Q.+Zhang H.+Liu;Future Urban Air Mobility Management: Review [];The development of Vertical Take-Off and Landing (VTOL) aircraft draws extensive attention to the concept of UAM. As a new type of transportation mode, Urban Air Mobility (UAM) will bring vitality to the development of future cities. However, the existing air traffic management system cannot meet the on-demand operation development requirements of future UAM, necessitating the establishment of a new future-oriented UAM management system based on the characteristics of UAM. This paper first briefly summarizes the origin, rise and development prospects of UAM with an overview of the development process, followed by the design of the operation concept of UAM, and the future UAM framework of China combined with the current characteristics of China's Air Traffic Control. The current research status of UAM management is systematically reviewed from four aspects: airspace planning, flow control, traffic services and infrastructure. Finally, to provide reference for in-depth research and rapid development of UAM management, the challenges faced by UAM management and some relevant suggestions are presented combined with the demand for future UAM development. 2021, Beihang University Aerospace Knowledge Press. All right reserved.;1
10.1016/j.jweia.2021.104648;2021;D.+Kim Y.+Lee S.+Oh Y.+Park J.+Choi D.+Park;Aerodynamic Analysis And Static Stability Analysis Of Manned/Unmanned Distributed Propulsion Aircrafts Using Actuator Methods;The development of personal aerial vehicles (PAVs) using electric power distributed propulsion methods is rapidly growing. As the aerodynamic performance and flight stability characteristics can be significantly affected by multiple-propeller operation, aerodynamic analysis reflecting the power-on effect is required for design/development. Simulating all propellers using the general computational fluid dynamics is inefficient in terms of computational time and cost. Therefore, this study evaluates the practicality of actuator methods in the aerodynamic analysis of two aircrafts with multiple propellers: a quad tilt propeller (QTP) unmanned aerial vehicle (UAV) and an optionally piloted personal air vehicle (OPPAV) of the Korea Aerospace Research Institute (KARI). The normal and side forces generated by the propellers under various angle of attack and sideslip angle conditions are found to be the most contributing factors to the deterioration in the aircraft longitudinal and directional static stabilities, respectively. The forces and moments generated by the propellers are found to make both longitudinal and directional stabilities of the QTP UAV unstable. However, the OPPAV appears to remain stable state even with the operating propellers. We conclude that actuator methods, being computationally efficient in terms of cost, time, and accuracy, possess great potential for aerodynamic analysis in various related industries. 2021 The Authors;1
10.1109/ICUAS51884.2021.9476780;2021;A.+Mckinnis D.+Hauptman S.+Keshmiri M.+Ewing;Flight Test Validation Of Adaptive Collision Avoidance Algorithms Using Multiple Unmanned Aircraft;With the advent of the unmanned aerial systems (UAS) era, it is important that research be conducted into the reliable and safe operation of UAS in urban areas, where aircraft are flying over people and property in spatially constrained environments. A large focus in recent years has been on adaptable collision avoidance systems capable of avoiding fixed and airborne traffic. This paper presents flight test validation of an adaptive collision algorithm known as the morphing potential field algorithm. The morphing potential field algorithm has been modified to allow implementation of more advanced guidance logics such as L_{2}^{+} guidance. The aim is to validate the morphing collision avoidance path planning algorithm in a complex scenario, with multiple aircraft-two fixed wing and two rotary wing-flying the same spatially constrained area. The aircraft were intentionally put in a collision course with each other and other obstacles. Validation flight tests were successfully conducted to assess performance of morphing potential field navigation algorithms and also to quantify the impact of possible communication delays on the safety of collision avoidance methods for high speed and high inertia aircraft. 2021 IEEE.;1
10.1017/aer.2020.145;2021;F.+D.+Maia J.+M.+Loureno;The State Of The Art And Operational Scenarios For Urban Air Mobility With Unmanned Aircraft;A state-of-The-Art review of all the developments, standards and regulations associated with the use of major unmanned aircraft systems under development is presented. Requirements and constraints are identified by evaluating technologies specific to urban air mobility, considering equivalent levels of safety required by current and future civil aviation standards. Strategies, technologies and lessons learnt from remotely piloted aviation and novel unmanned traffic management systems are taken as the starting point to assess operational scenarios for autonomous urban air mobility. ;1
10.1109/AERO50100.2021.9438219;2021;C.+S.+Kulkarni M.+Corbetta E.+I.+Robinson;Systems Health Monitoring: Integrating Fmea Into Bayesian Networks;The foreseeable high traffic density suggests that a large number of electric propulsion systems will enter the airspace, and that they will also operate at high frequency, e.g., large number of take offs and landings per unit time. The reliability of such critical systems is therefore key to ensure high safety standards in the low-altitude airspace. Diagnostic systems, which aim at identifying incipient faults, can mitigate unexpected failures or lower-than-expected reliability by performing early fault detection by monitoring the systems. A key element of fault diagnosis is fault detection and isolation (FDI), which complexity increases with the complexity of the system itself, namely the number of subsystems and components,interactions among sub-systems, and the number of sensors available. The proposed approach leverages combination of failure mode and effect analysis (FMEA) integrated with Bayesian networks, thus introducing dependability structures into a diagnostic framework to aid FDI. Faults and failure events from the FMEA are mapped within a Bayesian network, where network edges replicate the links embedded within FMEAs. The integrated framework enables the fault isolation process by identifying the probability of occurrence of specific faults or root causes given evidence observed through sensor signals. In this work, sub-systems of Urban Air Mobility (UAM) type vehicle like avionics, structures, power-train etc are taken into account to show the approach at the system level. This work integrates early design phase in the development of UAM type vehicles with diagnostic tools, which are often developed later in the product life-cycle, or retrofitted at a later time on systems. Failure mode and effect analysis (FMEA) derived for the system in the design phase is embedded within a Bayesian network (BN). 2021 IEEE.;1
10.1088/1757-899X/1024/1/012074;2021;T.+Donateo C.+Lucia L.+Strafella A.+Ficarella;Optimal Energy Management Of A Hybrid Electric Helicopter For Urban Air-Mobility;In this study, a hybrid electric helicopter for air-taxi operations is considered. The drivetrain includes a turboshaft engine and two electric machines, fed by a lithium ion battery. In previous works, some of the authors developed a simple but thorough modelling approach for the electric path of the power system that was validated by means of experimental data from literature. In this investigation simulation results from the Gas-turbine Simulation Program (GSP) commercial environment were used to develop and validate an off design model for the turboshaft. The second innovative contribution of the paper is the application of Dynamic Programming to four different missions of the helicopter to quantify the fuel saving potentiality of hybridization and also as benchmark for future online control strategies. A constraint was considered in the investigation to allow at any time the electric backup in case of engine failure. The results of DPM showed that it is possible to obtain a reduction of fuel burn from 12% to 24% (with respect to using only the engine to move the rotor) depending on the specification of the mission and the state of health of the battery. Moreover, it was proved that charging the battery on board is not necessary in this kind of application. 2021 Institute of Physics Publishing. All rights reserved.;1
N/A;2021;R.+Brhl H.+Fricke M.+Schultz;Air Taxi Flight Performance Modeling And Application;Urban air mobility encompasses the idea of extending urban transportation to the airspace. For this purpose, several aircraft manufacturers and start-up companies have developed aircraft concepts for flying completely electrical. Electric aircraft have different behavior concerning flight performance, which mostly depends on battery characteristics. Due to this, electric vertical take-off and landing aircraft (eVTOL) are more limited in their flight performance concerning range and endurance than conventional aircraft. Nowadays data on that topic are mostly published by eVTOL manufacturers and seem to be quite ambitious concerning the current state of battery technology. This paper aims at determining flight performance by considering state-of-the-art battery characteristics. Each flight segment has a different influence on battery discharge, due to different power requirements. Based on an application case, the range capabilities of three eVTOLs are estimated. Therefore, the results reveal a range of around 115 km for vectored thrust eVTOL, around 70 km for lift & cruise eVTOL, and around 50 km for multicopter eVTOL. ATM 2021. All rights reserved.;1
N/A;2021;R.+Bergstrm N.+Palumbo L.+Mart G.+Medici B.+V.+Hove A.+Viladegut S.+Paris M.+Spper P.+Bhardwaj D.+Rellakis P.+Trifa A.+Dafnis M.+Kanngieer S.+Piacquadio;A Novel Design Approach For A Reusable Vtol Micro Launch Vehicle;The rise of small satellite constellations is rapidly changing the satellite industry, but due to the growth of the micro satellite market conventional launch systems have become a bottleneck for this industry. Traditionally, micro-launchers have much higher launch costs per kilogram compared to bigger launchers. However, today the cornerstone of the emerging micro-satellite market is the economic viability of launching smaller payloads into dedicated orbits, at high frequency. The Recovery and Return to Base (RRTB) project, as part of the European Union's H2020 program, aims to develop a novel solution to provide tailored cost-effective access to space for the micro satellite market. The MESO vehicle is a unique system solution to achieve partial reusability of a micro-launcher. The two-stage vehicle injects the payload into orbit, similar to classical expendable launchers. However, the separated first stage becomes a re-entry vehicle that performs a series of maneuvers to return safely to the ground. Firstly, the MESO performs a boost-back burn using its methalox fueled aerospike engine, which decelerates the vehicle and points the re-entry trajectory towards a selected landing site. A hypersonic drag device is deployed to decelerate the ballistic re-entry vehicle to supersonic speeds. Having descended through the upper atmosphere, the MESO engages its novel propulsion system for guided landing. Current technologies for landing a reusable rocket launcher have some well-known drawbacks. While retro-propulsion is powerful it involves major technological challenges. Horizontal landing requires safe and large touchdown areas. Collaborative solutions, such as mid-air helicopter retrieval, increase cost and involve personnel. MESO capitalizes on recent advances in urban air mobility and battery technology. It has two banks of commercial of-the-shelf Electric Ducted Fans (EDFs) mounted on the vehicle. Using electric propulsion the MESO navigates to the landing site, where it performs a controlled hover landing on a small 10x10 m footprint. The MESO targets a minimum reuse of 10 flights, which implies that many considerations have to be taken into account regarding the design of e.g., the main cryogenic propellant tanks, the vehicle's primary structure, and the thermal protection system to allow for an optimal post-flight refurbishment and inspection. 2021 by the International Astronautical Federation (IAF). All rights reserved.;1
10.2514/6.2021-2208;2021;J.+D.+Cluts D.+L.+Huff B.+S.+Henderson C.+Ruggeri;Surface Vibration Measurement And Analysis For Uam/Uas Electric Motor Noise;Urban Air Mobility vehicles are an emerging class of vertical lift vehicles using electric motors to drive multiple rotors for lift. The outrunner electric motors that are commonly used, may be capable of generating noise that could contribute to the vehicles overall noise profile and could generate cabin noise. Understanding and predicting the noise requires more knowledge of the rotor vibrations and eventually a model to predict the frequencies of those vibrations. This work presents a measurement of the rotor vibrations of two different small-scale motors. Two techniques to measure the surface vibration were used. The displacement spectra are compared with acoustic measurements. A finite element analysis model is used to predict the rotor resonance frequencies. The predicted frequencies are in fair agreement with the experimentally observed vibration frequencies, but requires further work to understand discrepancies. 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.;1
10.2514/6.2021-3013;2021;S.+Ayyalasomayajula Y.+Ryabov N.+Nigam;A Trajectory Generator For Urban Air Mobility Flights;This paper presents the development of UAM-TG, a trajectory estimation tool for urban air mobility (UAM) flights. UAM-TG uses kinematic equations of motion to estimate the future state of the aircraft, which employ BADA-formatted performance data for different types of UAM aircraft. This paper describes the architecture and software underlying UAM-TG. Simulation results are presented along with a demonstration of UAM-TGs capabilities via use cases. 2021, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.;1
10.2514/6.2021-3169;2021;E.+Senkans M.+Skuhersky M.+Wilde B.+Kish;A First-Principle Power And Energy Model For Evtol Vehicles;A number of well-established aircraft manufacturers, such as Airbus, Boeing and Bell, along with new startups have begun developing flying prototypes of electric Vertical Takeoff and Landing (eVTOL) vehicles. However, before any of these vehicles see commercial flight they must be certified by the civil aviation authorities. The Federal Aviation Administration in the United States and the European Aviation Safety Agency in Europe are currently in the process of developing appropriate certification procedures. Instead of only focusing on creating new certification requirements, both agencies are looking into the option of adjusting present certifications for light aircraft. In particular, the FAA considers adjusting the Part 23 airworthiness standards with special conditions to allow for certification of eVTOL Urban Air Mobility vehicles (UAM). One of the hurdles prohibiting the use of Part 23 for certification of eVTOL vehicles is proper power and energy management. It must be ensured at all times that the vehicle has sufficient power available to perform critical flight maneuvers, sufficient energy stored in its batteries to safely complete the flight, and that this information is continuously communicated to the pilot or a control system. If the estimate of the power required to maintain a flight state or the energy required to safely complete a maneuver exceeds the available reserves, the pilot must be warned and provided with a suggested plan of actions. The aviation authorities also need tools to verify statements made by the aircraft manufacturers pertaining to achievable flight performance, range and safety margins, in order to assist them in the flight safety assessment and airworthiness certification process. The purpose of the model presented in this paper is to serve as first-principle model capable of calculating power and energy requirements for variety of electric eVTOL vehicle designs operating in user-specified conditions. 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.;1
10.2514/6.2021-3279;2021;T.+F.+Tallerico;Nasa Reference Motor Designs For Electric Vertical Takeoff And Landing Vehicles;Electric and hybrid electric vertical takeoff and landing vehicles require high performance and high reliability electric motor drivetrains. Failure analysis of NASAs Revolutionary Vertical Lift Technologys reference vehicles pointed to current electric motor drivetrain reliability being below what is needed to meet the expected stringent reliability requirements for Urban Air Mobility vehicles. In this paper, design studies are carried out for UAM vehicle electric motors to produce reference designs. The primary intent of these reference motor designs is to provide guidance for UAM motor reliability model development and technology advancement. They additionally provide high fidelity motor sizing information for vehicle designers and references for different technologies or motor topologies to be traded against. 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.;1
10.23919/EATS52162.2021.9704851;2021;J.+Swanke T.+M.+Jahns;Reliability Analysis Of A Fault-Tolerant Integrated Modular Motor Drive (Immd) For An Urban Air Mobility (Uam) Aircraft Using Markov Chains;Electrified Urban Air Mobility (UAM) aircraft require catastrophic failure rates that are lower than 10-9 failures per flight hour. Electric machines and drives have been identified as limiting component subsystems with failure rates in the vicinity of 10-6 failures per hour. Fault-tolerant (FT) machine drives offers a promising approach to improve reliability using existing technology. A FT Integrated Modular Motor Drive (IMMD) design is proposed for a quadrotor UAM application, and its estimated reliability is studied using Markov chains. It is shown that the lower bound on its catastrophic failure rate is limited to its single-point failure rate (e.g., bearings) when a rapid repair strategy is applied. This insight highlights the importance of aggressively minimizing the IMMD's single-point failure rate. Markov analysis shows how suppression of single-point failures results in major reductions in the IMMD failure rate exceeding 1000x as the single-point failure rate is driven towards its ideal limiting value of zero. 2021 AIAA.;1
10.1007/978-3-030-86960-1_29;2021;D.+Gillis M.+Petri A.+Pratelli I.+Semanjski S.+Semanjski;Urban Air Mobility: A State Of Art Analysis;Urban Air Mobility (UAM) is an aerial component of urban mobility system which integrates an emerging transport mode, Unmanned Aerial Vehicles (UAV), also known as drones, into multimodal urban mobility context. UAM has potential to bring new services related to both passengers and logistic/freight mobility (like passenger carrying air taxis or small package delivery drones) as well as enable better resilience in emergency situations resulting due to various causes (for example, traffic accidents, traffic congestion, catastrophic events and others). Such new services, accelerated thanks to the recent introduction of Vertical Take-Off Landing (VTOL) capable vehicles, able to need less air space to take-off or landing, have the possibility to transform the way people move within, around and between urban areas by shortening commute times, bypassing ground mobility congestion and enabling specific and oriented point-to-point flight across the cities. As currently the UAM integrations are still hindered by a number of constraints, in this paper we provide an overview of UAM legislative frameworks, with particular focus on European Union (EU), together with the overview of the most relevant UAM case studies and the potential new UAM services. 2021, Springer Nature Switzerland AG.;1
10.1115/IMECE2021-73212;2021;A.+Muley M.+Stoia D.+Van V.+Reddy V.+Duggirala S.+Locke;Recent Advances In Thin-Wall Additively Manufactured Heat Exchangers;Efficient and affordable multidisciplinary thermal management technologies are becoming increasingly important in emerging aviation, power, and electronics cooling applications. High performance compact thermal devices are needed for existing and emerging aerospace systems, which include commercial/military, hybrid-electric, urban air mobility and high-speed air vehicles, among others. Advances in additive manufacturing (AM), materials, and design processes play a critical role in development of next-generation AM-enabled heat exchanger technology. This paper reports recent Boeing-led breakthrough advances in thin-wall (150 - 175 microns) metallic AM and its use in conformal heat exchangers and cold plates for aircraft engine precooler and electronic cooling applications, respectively. A model based engineering (MBE) approach is used in developing highly efficient AM heat exchanger designs. Their performance benefits are validated using a complimentary numerical simulation and experimental performance measurement method. The measured heat exchanger effectiveness and pressure drop in AM-produced brick-shaped and conformal heat exchangers are in good agreement with model predictions, within ~5% and 20%, respectively. An overview of steps required for achieving technical maturity and production readiness of metal AM heat exchanger and cold plate technology, along with an envisioned roadmap for adoption of this technology in aviation platforms, is presented. Copyright 2021 by Boeing;1
10.1109/VNC52810.2021.9644626;2021;E.+S.+Rigas P.+Kolios G.+Ellinas;Scheduling Aerial Vehicles In An Urban Air Mobility Scheme;Highly populated cities face several challenges, one of them being the intense traffic congestion. In recent years, the concept of Urban Air Mobility has been put forward by large companies and organizations as a way to address this problem, and this approach has been rapidly gaining ground. This disruptive technology involves aerial vehicles (AVs) for hire that can be utilized by customers to travel between locations within large cities. This concept has the potential to drastically decrease traffic congestion and reduce air pollution, since these vehicles typically use electric motors powered by batteries. This work studies the problem of scheduling the assignment of AVs to customers, having as a goal to maximize the serviced customers and minimize the energy consumption of the AVs by forcing them to fly at the lowest possible altitude. Initially, an Integer Linear Program (ILP) formulation is presented, that is solved offline and optimally, followed by a near-optimal offline algorithm, that solves the problem incrementally, one AV at a time, to address scalability issues, allowing scheduling in problems involving large numbers of locations, AVs, and customer requests. 2021 IEEE.;1
10.2514/6.2021-3008;2021;B.+Sridhar G.+Chatterji K.+Freeman;Simulation And Modeling Concepts For Secure Airspace Operations;This paper examines cyber security vulnerabilities of Urban Air Mobility operations. With the expected advent of new entrants including Unmanned Aerial Systems, Commercial Launch Vehicles and Urban Air Mobility aircraft, the future United States National Airspace System will have to evolve to include their operations along with the current commercial, general aviation and military operations. The National Aeronautics and Space Administration and the Federal Aviation Administration are working together to provide a vision for aviation operations in the future2045 and beyond. Their National Airspace System Horizons initiative seeks to provide stakeholders a list of operational scenarios and technologies, concepts and strategies needed for supporting that vision. They have identified cybersecurity as one of the seven strategic interest areas for realizing this vision. Consequently, NASA is studying cyber resiliency for secure airspace operations. While there are many pathways to attack a cyber physical system such as Urban Air Mobility, their effect is expressed in modification or corruption of data/information used for controlling vehicles and making operational decisions. The paper describes cybersecurity technologies of Encryption, Blockchain, Virtual Information Fabric Infrastructure, Trusted Platform Module and Anomaly Detection for protecting the data, and the cyber resiliency of the current and future air traffic management system. 2021, American Institute of Aeronautics and Astronautics Inc.. All rights reserved.;1
10.1109/ECCE47101.2021.9595489;2021;J.+Swanke H.+Zeng T.+M.+Jahns;Modular Fault-Tolerant Machine Design With Improved Electromagnetic Isolation For Urban Air Mobility (Uam) Aircraft;The electric propulsion machines used in Urban Air Mobility (UAM) aircraft must achieve high power density, efficiency, and reliability. A modular stator configuration (i.e., breaking the machine into multiple three-phase groups) is a promising approach for achieving high levels of stator and power electronics fault tolerance. This paper proposes a stator configuration using double-layer concentrated windings that offers an improved tradeoff between the electromagnetic isolation characteristics of individual modules and their power density metrics compared to previously reported modular stator configurations. The proposed stator structure utilizes a unique stator tooth tip structure that increases the leakage inductance. The post-fault performance characteristics of the new configuration have been investigated via simulation for both open-circuit and short-circuit faults. These results demonstrate that the healthy module exhibits very little impact when either fault type is applied to an adjacent module, even during the initial transient period following the fault application. The modular motor approach is applied to a quadrotor aircraft application and analyzed for both healthy and faulted operation. The machine is estimated to achieve 14.1 kW/kg active power density and 96.0% efficiency during rated operation at 70 kW, 8000 rpm. 2021 IEEE.;1
